timestamp,TP9,AF7,AF8,TP10,Right AUX
4.999000072479248,-327.637,-1000.000,-49.316,-233.398,0.000
5.003000020980835,101.562,-211.426,-22.949,63.965,0.000
5.006999969482422,287.598,788.574,-30.273,221.191,0.000
5.010999917984009,-104.980,232.422,-58.594,-33.203,0.000
5.014999866485596,-357.422,-972.656,-61.523,-266.113,0.000
5.019000053405762,-19.043,-777.832,-35.645,-37.598,0.000
5.023000001907349,293.945,553.223,-24.414,228.516,0.000
5.0269999504089355,37.598,638.184,-46.875,58.105,0.000
5.0309998989105225,-325.684,-751.465,-59.570,-234.375,0.000
5.034999847412109,-133.789,-1000.000,-34.668,-126.953,0.000
5.037999868392944,263.672,-475.586,-16.602,189.941,0.000
5.04200005531311,145.020,141.602,-27.344,127.441,0.000
5.046000003814697,-283.203,-676.270,-46.875,-205.078,0.000
5.049999952316284,-253.906,-1000.000,-33.691,-193.359,0.000
5.053999900817871,194.336,-61.523,-8.301,142.578,0.000
5.057999849319458,251.953,938.477,-20.508,188.477,0.000
5.062000036239624,-193.359,-63.965,-48.828,-133.301,0.000
5.065999984741211,-335.938,-1000.000,-49.805,-258.301,0.000
5.069999933242798,83.984,-416.992,-22.949,34.180,0.000
5.073999881744385,295.410,898.926,-13.184,240.234,0.000
5.078000068664551,-69.824,382.324,-40.039,-5.371,0.000
5.080999851226807,-351.562,-997.070,-51.270,-249.512,0.000
5.085000038146973,-51.270,-824.219,-17.578,-47.363,0.000
5.08899998664856,288.574,641.113,-3.418,223.145,0.000
5.0929999351501465,67.871,550.781,-31.738,79.102,0.000
5.096999883651733,-314.453,-867.676,-48.340,-211.914,0.000
5.101000070571899,-172.852,-1000.000,-22.949,-135.742,0.000
5.105000019073486,255.371,296.875,-1.953,173.340,0.000
5.108999967575073,199.219,897.461,-20.508,170.410,0.000
5.11299991607666,-248.047,-581.055,-51.758,-194.336,0.000
5.116999864578247,-264.648,-1000.000,-45.898,-264.160,0.000
5.119999885559082,177.734,-13.184,-14.648,75.684,0.000
5.124000072479248,259.766,848.145,-16.113,194.336,0.000
5.128000020980835,-167.480,-360.840,-50.781,-100.098,0.000
5.131999969482422,-344.727,-1000.000,-48.828,-250.488,0.000
5.135999917984009,56.152,-599.609,-13.184,12.207,0.000
5.139999866485596,313.477,545.410,-12.207,215.332,0.000
5.144000053405762,-18.066,-304.688,-44.434,-3.418,0.000
5.148000001907349,-334.961,-1000.000,-46.387,-267.578,0.000
5.1519999504089355,-74.219,-732.910,-20.020,-103.027,0.000
5.1559998989105225,291.016,528.320,-8.301,202.148,0.000
5.159999847412109,98.633,767.090,-24.414,93.262,0.000
5.162999868392944,-316.895,-705.566,-41.504,-216.309,0.000
5.16700005531311,-197.754,-1000.000,-27.832,-137.207,0.000
5.171000003814697,234.863,117.676,-10.742,145.020,0.000
5.174999952316284,176.758,664.551,-26.367,121.094,0.000
5.178999900817871,-258.301,-599.121,-52.246,-181.152,0.000
5.182999849319458,-312.988,-1000.000,-46.387,-253.418,0.000
5.187000036239624,120.117,-606.445,-22.461,63.477,0.000
5.190999984741211,281.250,325.195,-19.043,207.031,0.000
5.194999933242798,-127.930,144.043,-41.992,-85.938,0.000
5.198999881744385,-353.027,-1000.000,-50.293,-273.438,0.000
5.203000068664551,11.230,-861.816,-24.414,-5.859,0.000
5.205999851226807,285.645,688.965,-13.672,222.656,0.000
5.210000038146973,-14.648,639.648,-39.062,2.930,0.000
5.21399998664856,-358.887,-881.836,-51.270,-251.953,0.000
5.2179999351501465,-128.906,-989.258,-28.809,-109.375,0.000
5.221999883651733,274.414,306.152,-6.348,191.406,0.000
5.226000070571899,124.512,556.641,-26.367,99.609,0.000
5.230000019073486,-228.516,-772.949,-53.711,-181.641,0.000
5.233999967575073,-170.898,-1000.000,-49.805,-159.668,0.000
5.23799991607666,35.645,-416.504,-26.367,20.020,0.000
5.241999864578247,66.406,210.449,-25.391,68.848,0.000
5.244999885559082,-4.883,-121.094,-38.086,-15.625,0.000
5.249000072479248,-93.262,-835.938,-39.062,-81.055,0.000
5.253000020980835,-40.039,-561.035,-30.273,-31.250,0.000
5.256999969482422,63.965,-46.387,-23.438,44.434,0.000
5.260999917984009,7.812,-260.254,-26.855,8.301,0.000
5.264999866485596,-109.375,-736.328,-31.250,-110.352,0.000
5.269000053405762,-81.055,-960.449,-23.926,-86.914,0.000
5.273000001907349,47.363,-512.695,-16.602,45.898,0.000
5.2769999504089355,42.969,-382.812,-23.926,56.641,0.000
5.2809998989105225,-80.078,-852.051,-25.391,-55.176,0.000
5.284999847412109,-74.219,-639.648,-19.043,-76.172,0.000
5.287999868392944,47.363,-165.527,-13.672,43.945,0.000
5.29200005531311,48.340,-160.645,-19.043,75.195,0.000
5.296000003814697,-65.430,-292.480,-29.785,-25.879,0.000
5.299999952316284,-111.816,-514.160,-30.762,-83.008,0.000
5.303999900817871,-18.066,-497.559,-29.297,-17.090,0.000
5.307999849319458,59.570,-171.875,-29.785,44.922,0.000
5.312000036239624,-20.508,-155.762,-34.180,-38.086,0.000
5.315999984741211,-125.488,-786.621,-35.156,-125.000,0.000
5.319999933242798,-70.312,-1000.000,-30.762,-63.965,0.000
5.323999881744385,46.875,-902.832,-29.297,50.293,0.000
5.32699990272522,20.996,-542.480,-29.785,21.973,0.000
5.330999851226807,-102.539,-513.184,-32.715,-97.168,0.000
5.335000038146973,-90.820,-799.316,-29.297,-80.566,0.000
5.33899998664856,31.738,-379.883,-18.066,58.105,0.000
5.3429999351501465,41.992,139.648,-21.973,84.473,0.000
5.346999883651733,-73.730,-227.051,-30.273,-57.129,0.000
5.351000070571899,-91.797,-838.867,-28.320,-107.422,0.000
5.355000019073486,35.645,-475.098,-18.066,10.742,0.000
5.358999967575073,65.430,145.020,-18.555,56.641,0.000
